midge_id,genome_copies,strain,dpi,log_copies,is_detectable
2-BTV3 6dpi 219,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 220,58.7,BTV3,6,4.089332020398556,1
2-BTV3 6dpi 221,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 222,397.0,BTV3,6,5.986452005284438,1
2-BTV3 6dpi 223,433000000.0,BTV3,6,19.88624828827623,1
2-BTV3 6dpi 224,114.0,BTV3,6,4.74493212836325,1
2-BTV3 6dpi 225,325.0,BTV3,6,5.786897381366708,1
2-BTV3 6dpi 226,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 227,117.0,BTV3,6,4.770684624465665,1
2-BTV3 6dpi 228,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 229,397000000.0,BTV3,6,19.799446841170358,1
2-BTV3 6dpi 230,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 231,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 232,159.0,BTV3,6,5.075173815233827,1
2-BTV3 6dpi 233,65.0,BTV3,6,4.189654742026425,1
2-BTV3 6dpi 234,17200000.0,BTV3,6,16.660419999923214,1
2-BTV3 6dpi 235,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 236,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 237,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 238,257000000.0,BTV3,6,19.364586646750546,1
2-BTV3 6dpi 239,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 240,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 241,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 242,338.0,BTV3,6,5.82600010738045,1
2-BTV3 6dpi 243,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 244,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 245,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 246,49.7,BTV3,6,3.9259259105971376,1
2-BTV3 6dpi 247,0.0,BTV3,6,0.0,0
2-BTV3 6dpi 248,1020.0,BTV3,6,6.928537818164665,1
2-BTV3 6dpi 249,1190.0,BTV3,6,7.0825485693553,1
2-BTV3 6dpi 250,33.9,BTV3,6,3.5524868292083815,1
2-BTV8 6dpi 1,244.0,BTV8,6,5.501258210544727,1
2-BTV8 6dpi 2,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 3,138.0,BTV8,6,4.9344739331306915,1
2-BTV8 6dpi 4,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 5,81.8,BTV8,6,4.416428061391214,1
2-BTV8 6dpi 6,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 7,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 8,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 9,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 10,18600.0,BTV8,6,9.83097062169695,1
2-BTV8 6dpi 11,238.0,BTV8,6,5.476463551931511,1
2-BTV8 6dpi 12,232.0,BTV8,6,5.4510384535657,1
2-BTV8 6dpi 13,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 14,70.5,BTV8,6,4.269697449699962,1
2-BTV8 6dpi 15,200.0,BTV8,6,5.303304908059076,1
2-BTV8 6dpi 16,76.2,BTV8,6,4.3463994570307305,1
2-BTV8 6dpi 17,203.0,BTV8,6,5.318119993844216,1
2-BTV8 6dpi 18,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 19,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 20,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 21,1300.0,BTV8,6,7.170888478512505,1
2-BTV8 6dpi 22,2100.0,BTV8,6,7.650168700845001,1
2-BTV8 6dpi 23,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 24,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 25,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 26,94.1,BTV8,6,4.554928969551344,1
2-BTV8 6dpi 27,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 28,116.0,BTV8,6,4.762173934797756,1
2-BTV8 6dpi 29,96.1,BTV8,6,4.575741375297279,1
2-BTV8 6dpi 30,112.0,BTV8,6,4.727387818712341,1
2-BTV8 6dpi 31,105.0,BTV8,6,4.663439094112067,1
2-BTV8 6dpi 32,110.0,BTV8,6,4.709530201312334,1
2-BTV8 6dpi 33,297.0,BTV8,6,5.697093486505405,1
2-BTV8 6dpi 34,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 35,87100.0,BTV8,6,11.374823643830945,1
2-BTV8 6dpi 36,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 37,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 38,95.1,BTV8,6,4.565389315976247,1
2-BTV8 6dpi 39,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 40,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 41,942.0,BTV8,6,6.849066282633458,1
2-BTV8 6dpi 42,134.0,BTV8,6,4.90527477843843,1
2-BTV8 6dpi 43,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 44,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 45,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 46,57200.0,BTV8,6,10.954326659732555,1
2-BTV8 6dpi 47,189.0,BTV8,6,5.247024072160486,1
2-BTV8 6dpi 48,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 49,233.0,BTV8,6,5.455321115357702,1
2-BTV8 6dpi 50,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 51,479.0,BTV8,6,6.173786103901937,1
2-BTV8 6dpi 52,129.0,BTV8,6,4.867534450455582,1
2-BTV8 6dpi 53,503.0,BTV8,6,6.222576268071369,1
2-BTV8 6dpi 54,136.0,BTV8,6,4.919980925828125,1
2-BTV8 6dpi 55,1480.0,BTV8,6,7.300472814267799,1
2-BTV8 6dpi 56,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 57,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 58,584.0,BTV8,6,6.371611847231857,1
2-BTV8 6dpi 59,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 60,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 61,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 62,118.0,BTV8,6,4.77912349311153,1
2-BTV8 6dpi 63,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 64,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 65,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 66,23300000.0,BTV8,6,16.963963961454382,1
2-BTV8 6dpi 67,379.0,BTV8,6,5.940171252720432,1
2-BTV8 6dpi 68,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 69,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 70,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 71,120.0,BTV8,6,4.795790545596741,1
2-BTV8 6dpi 72,132000.0,BTV8,6,11.790564777297387,1
2-BTV8 6dpi 73,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 74,125.0,BTV8,6,4.836281906951478,1
2-BTV8 6dpi 75,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 76,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 77,137.0,BTV8,6,4.927253685157205,1
2-BTV8 6dpi 78,27000.0,BTV8,6,10.203629181337648,1
2-BTV8 6dpi 79,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 80,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 81,76600.0,BTV8,6,11.246365410473757,1
2-BTV8 6dpi 82,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 83,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 84,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 85,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 86,245.0,BTV8,6,5.5053315359323625,1
2-BTV8 6dpi 87,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 88,129.0,BTV8,6,4.867534450455582,1
2-BTV8 6dpi 89,1710.0,BTV8,6,7.444833273892193,1
2-BTV8 6dpi 90,119.0,BTV8,6,4.787491742782046,1
2-BTV8 6dpi 91,12200.0,BTV8,6,9.409273194575334,1
2-BTV8 6dpi 92,99.8,BTV8,6,4.613138355637268,1
2-BTV8 6dpi 93,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 94,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 95,401.0,BTV8,6,5.996452088619021,1
2-BTV8 6dpi 96,105.0,BTV8,6,4.663439094112067,1
2-BTV8 6dpi 97,116.0,BTV8,6,4.762173934797756,1
2-BTV8 6dpi 98,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 99,487.0,BTV8,6,6.1903154058531475,1
2-BTV8 6dpi 100,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 101,46100.0,BTV8,6,10.738589920723442,1
2-BTV8 6dpi 102,17900.0,BTV8,6,9.792611856190192,1
2-BTV8 6dpi 103,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 104,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 105,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 106,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 107,77000.0,BTV8,6,11.251573687764477,1
2-BTV8 6dpi 108,29900.0,BTV8,6,10.305647203635566,1
2-BTV8 6dpi 109,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 110,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 111,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 112,213.0,BTV8,6,5.365976015021851,1
2-BTV8 6dpi 113,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 114,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 115,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 116,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 117,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 118,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 119,93700000.0,BTV8,6,18.355608757881008,1
2-BTV8 6dpi 120,631.0,BTV8,6,6.448889394146858,1
2-BTV8 6dpi 121,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 122,102.0,BTV8,6,4.634728988229636,1
2-BTV8 6dpi 123,386.0,BTV8,6,5.958424693029782,1
2-BTV8 6dpi 124,207.0,BTV8,6,5.337538079701318,1
2-BTV8 6dpi 125,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 126,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 127,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 128,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 129,118.0,BTV8,6,4.77912349311153,1
2-BTV8 6dpi 130,134.0,BTV8,6,4.90527477843843,1
2-BTV8 6dpi 131,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 132,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 133,114.0,BTV8,6,4.74493212836325,1
2-BTV8 6dpi 134,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 135,49.4,BTV8,6,3.919991175077323,1
2-BTV8 6dpi 136,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 137,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 138,132.0,BTV8,6,4.890349128221754,1
2-BTV8 6dpi 139,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 140,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 141,953.0,BTV8,6,6.860663671448287,1
2-BTV8 6dpi 142,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 143,2470.0,BTV8,6,7.81237820598861,1
2-BTV8 6dpi 144,128000000.0,BTV8,6,18.667540829696392,1
2-BTV8 6dpi 145,386.0,BTV8,6,5.958424693029782,1
2-BTV8 6dpi 146,126.0,BTV8,6,4.844187086458591,1
2-BTV8 6dpi 147,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 148,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 149,454.0,BTV8,6,6.12029741895095,1
2-BTV8 6dpi 150,227.0,BTV8,6,5.429345628954441,1
2-BTV8 6dpi 151,1920.0,BTV8,6,7.560601162768557,1
2-BTV8 6dpi 152,902.0,BTV8,6,6.805722553416985,1
2-BTV8 6dpi 153,12500.0,BTV8,6,9.433563920090563,1
2-BTV8 6dpi 154,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 155,525.0,BTV8,6,6.26530121273771,1
2-BTV8 6dpi 156,123.0,BTV8,6,4.820281565605037,1
2-BTV8 6dpi 157,763.0,BTV8,6,6.638567789166521,1
2-BTV8 6dpi 158,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 159,1260.0,BTV8,6,7.13966033596492,1
2-BTV8 6dpi 160,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 161,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 162,110.0,BTV8,6,4.709530201312334,1
2-BTV8 6dpi 163,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 164,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 165,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 166,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 167,51.0,BTV8,6,3.9512437185814275,1
2-BTV8 6dpi 168,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 169,34.0,BTV8,6,3.5553480614894135,1
2-BTV8 6dpi 170,105.0,BTV8,6,4.663439094112067,1
2-BTV8 6dpi 171,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 172,429.0,BTV8,6,6.063785208687608,1
2-BTV8 6dpi 173,935.0,BTV8,6,6.841615476477592,1
2-BTV8 6dpi 174,269.0,BTV8,6,5.598421958998375,1
2-BTV8 6dpi 175,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 176,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 177,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 178,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 179,58.0,BTV8,6,4.07753744390572,1
2-BTV8 6dpi 180,45.6,BTV8,6,3.8416005411316,1
2-BTV8 6dpi 181,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 182,51.8,BTV8,6,3.966511190712216,1
2-BTV8 6dpi 183,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 184,184.0,BTV8,6,5.220355825078324,1
2-BTV8 6dpi 185,228.0,BTV8,6,5.43372200355424,1
2-BTV8 6dpi 186,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 187,976000.0,BTV8,6,13.791218889984869,1
2-BTV8 6dpi 188,57.5,BTV8,6,4.069026754237811,1
2-BTV8 6dpi 189,459.0,BTV8,6,6.131226489483141,1
2-BTV8 6dpi 190,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 191,200.0,BTV8,6,5.303304908059076,1
2-BTV8 6dpi 192,618.0,BTV8,6,6.428105272684596,1
2-BTV8 6dpi 193,808.0,BTV8,6,6.695798917058491,1
2-BTV8 6dpi 194,127.0,BTV8,6,4.852030263919617,1
2-BTV8 6dpi 195,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 196,110.0,BTV8,6,4.709530201312334,1
2-BTV8 6dpi 197,102.0,BTV8,6,4.634728988229636,1
2-BTV8 6dpi 198,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 199,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 200,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 201,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 202,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 203,379.0,BTV8,6,5.940171252720432,1
2-BTV8 6dpi 204,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 205,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 206,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 207,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 208,68800000.0,BTV8,6,18.046714317438457,1
2-BTV8 6dpi 209,56000000.0,BTV8,6,17.840862266556567,1
2-BTV8 6dpi 210,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 211,930000.0,BTV8,6,13.742940940397677,1
2-BTV8 6dpi 212,178.0,BTV8,6,5.187385805840755,1
2-BTV8 6dpi 213,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 214,305.0,BTV8,6,5.723585101952381,1
2-BTV8 6dpi 215,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 216,55200.0,BTV8,6,10.918736348043124,1
2-BTV8 6dpi 217,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 218,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 219,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 220,0.0,BTV8,6,0.0,0
2-BTV8 6dpi 221,69.6,BTV8,6,4.257030144499196,1
2-BTV8 6dpi 222,266.0,BTV8,6,5.58724865840025,1
