midge-ID  ; genome copies per individuum 
2-NC 6dpi 8;0
2-NC 6dpi 9;0
2-NC 6dpi 10;0
2-NC 6dpi 11;0
2-NC 6dpi 12;0
2-NC 6dpi 13;0
2-NC 6dpi 14;0
2-NC 6dpi 15;0
2-NC 6dpi 16;0
2-BTV3 6dpi 1;0
2-BTV3 6dpi 2;5.79E+01
2-BTV3 6dpi 3;0
2-BTV3 6dpi 4;7.18E+01
2-BTV3 6dpi 5;2.51E+02
2-BTV3 6dpi 6;0
2-BTV3 6dpi 7;0
2-BTV3 6dpi 8;1.41E+02
2-BTV3 6dpi 9;9.71E+03
2-BTV3 6dpi 10;0
2-BTV3 6dpi 11;0
2-BTV3 6dpi 12;6.84E+01
2-BTV3 6dpi 13;0
2-BTV3 6dpi 14;5.56E+03
2-BTV3 6dpi 15;2.54E+02
2-BTV3 6dpi 16;1.55E+02
2-BTV3 6dpi 17;0
2-BTV3 6dpi 18;7.13E+01
2-BTV3 6dpi 19;1.36E+02
2-BTV3 6dpi 20;2.43E+04
2-BTV3 6dpi 21;2.78E+02
2-BTV3 6dpi 22;2.47E+02
2-BTV3 6dpi 23;1.79E+02
2-BTV3 6dpi 24;0
2-BTV3 6dpi 25;1.27E+02
2-BTV3 6dpi 26;6.90E+01
2-BTV3 6dpi 27;1.14E+02
2-BTV3 6dpi 28;2.23E+02
2-BTV3 6dpi 29;0
2-BTV3 6dpi 30;1.18E+02
2-BTV3 6dpi 31;0
2-BTV3 6dpi 32;1.09E+02
2-BTV3 6dpi 33;1.35E+02
2-BTV3 6dpi 34;0
2-BTV3 6dpi 35;0
2-BTV3 6dpi 36;0
2-BTV3 6dpi 37;2.02E+04
2-BTV3 6dpi 38;0
2-BTV3 6dpi 39;0
2-BTV3 6dpi 40;0
2-BTV3 6dpi 41;2.52E+05
2-BTV3 6dpi 42;7.39E+01
2-BTV3 6dpi 43;0
2-BTV3 6dpi 44;6.81E+01
2-BTV3 6dpi 45;6.87E+01
2-BTV3 6dpi 46;0
2-BTV3 6dpi 47;5.85E+01
2-BTV3 6dpi 48;2.15E+03
2-BTV3 6dpi 49;7.52E+01
2-BTV3 6dpi 50;1.28E+02
2-BTV3 6dpi 51;2.61E+04
2-BTV3 6dpi 52;2.72E+02
2-BTV3 6dpi 53;1.36E+02
2-BTV3 6dpi 54;2.70E+02
2-BTV3 6dpi 55;0
2-BTV3 6dpi 56;0
2-BTV3 6dpi 57;3.70E+02
2-BTV3 6dpi 58;0
2-BTV3 6dpi 59;1.50E+02
2-BTV3 6dpi 60;5.17E+04
2-BTV3 6dpi 61;1.30E+07
2-BTV3 6dpi 62;0
2-BTV3 6dpi 63;0
2-BTV3 6dpi 64;0
2-BTV3 6dpi 65;0
2-BTV3 6dpi 66;0
2-BTV3 6dpi 67;0
2-BTV3 6dpi 68;3.63E+02
2-BTV3 6dpi 69;0
2-BTV3 6dpi 70;0
2-BTV3 6dpi 71;0
2-BTV3 6dpi 72;1.11E+02
2-BTV3 6dpi 73;4.90E+04
2-BTV3 6dpi 74;3.22E+04
2-BTV3 6dpi 75;8.29E+01
2-BTV3 6dpi 76;7.82E+01
2-BTV3 6dpi 77;0
2-BTV3 6dpi 78;0
2-BTV3 6dpi 79;0
2-BTV3 6dpi 80;0
2-BTV3 6dpi 81;0
2-BTV3 6dpi 82;0
2-BTV3 6dpi 83;1.41E+02
2-BTV3 6dpi 84;7.74E+01
2-BTV3 6dpi 85;0
2-BTV3 6dpi 86;1.81E+02
2-BTV3 6dpi 87;1.30E+02
2-BTV3 6dpi 88;0
2-BTV3 6dpi 89;0
2-BTV3 6dpi 90;3.95E+01
2-BTV3 6dpi 91;1.92E+02
2-BTV3 6dpi 92;2.11E+04
2-BTV3 6dpi 93;0
2-BTV3 6dpi 94;6.84E+01
2-BTV3 6dpi 95;0
2-BTV3 6dpi 96;7.63E+01
2-BTV3 6dpi 97;1.46E+02
2-BTV3 6dpi 98;0
2-BTV3 6dpi 99;0
2-BTV3 6dpi 100;1.01E+02
2-BTV3 6dpi 101;0
2-BTV3 6dpi 102;1.38E+02
2-BTV3 6dpi 103;0
2-BTV3 6dpi 104;7.55E+01
2-BTV3 6dpi 105;0
2-BTV3 6dpi 106;0
2-BTV3 6dpi 107;0
2-BTV3 6dpi 108;0
2-BTV3 6dpi 109;0
2-BTV3 6dpi 110;7.43E+01
2-BTV3 6dpi 111;0
2-BTV3 6dpi 112;3.08E+08
2-BTV3 6dpi 113;0
2-BTV3 6dpi 114;0
2-BTV3 6dpi 115;4.33E+02
2-BTV3 6dpi 116;0
2-BTV3 6dpi 117;1.08E+03
2-BTV3 6dpi 118;0
2-BTV3 6dpi 119;0
2-BTV3 6dpi 120;0
2-BTV3 6dpi 121;3.59E+04
2-BTV3 6dpi 122;0
2-BTV3 6dpi 123;0
2-BTV3 6dpi 124;0
2-BTV3 6dpi 125;0
2-BTV3 6dpi 126;5.08E+04
2-BTV3 6dpi 127;2.91E+02
2-BTV3 6dpi 128;1.53E+02
2-BTV3 6dpi 129;1.48E+04
2-BTV3 6dpi 130;2.75E+02
2-BTV3 6dpi 131;1.41E+02
2-BTV3 6dpi 132;3.46E+02
2-BTV3 6dpi 133;0
2-BTV3 6dpi 134;2.98E+02
2-BTV3 6dpi 135;0
2-BTV3 6dpi 136;3.50E+02
2-BTV3 6dpi 137;3.17E+02
2-BTV3 6dpi 138;0
2-BTV3 6dpi 139;0
2-BTV3 6dpi 140;9.54E+01
2-BTV3 6dpi 141;0
2-BTV3 6dpi 142;7.03E+01
2-BTV3 6dpi 143;0
2-BTV3 6dpi 144;0
2-BTV3 6dpi 145;0
2-BTV3 6dpi 146;0
2-BTV3 6dpi 147;8.36E+01
2-BTV3 6dpi 148;0
2-BTV3 6dpi 149;2.31E+02
2-BTV3 6dpi 150;0
2-BTV3 6dpi 151;4.19E+02
2-BTV3 6dpi 152;0
2-BTV3 6dpi 153;1.32E+02
2-BTV3 6dpi 154;8.33E+01
2-BTV3 6dpi 155;0
2-BTV3 6dpi 156;0
2-BTV3 6dpi 157;0
2-BTV3 6dpi 158;0
2-BTV3 6dpi 159;0
2-BTV3 6dpi 160;9.21E+01
2-BTV3 6dpi 161;1.74E+02
2-BTV3 6dpi 162;8.25E+01
2-BTV3 6dpi 163;3.10E+02
2-BTV3 6dpi 164;0
2-BTV3 6dpi 165;6.21E+04
2-BTV3 6dpi 166;1.91E+03
2-BTV3 6dpi 167;3.29E+02
2-BTV3 6dpi 168;1.15E+02
2-BTV3 6dpi 169;0
2-BTV3 6dpi 170;0
2-BTV3 6dpi 171;8.99E+01
2-BTV3 6dpi 172;0
2-BTV3 6dpi 173;0
2-BTV3 6dpi 174;1.72E+02
2-BTV3 6dpi 175;4.25E+02
2-BTV3 6dpi 176;0
2-BTV3 6dpi 177;0
2-BTV3 6dpi 178;0
2-BTV3 6dpi 179;1.05E+02
2-BTV3 6dpi 180;6.73E+07
2-BTV3 6dpi 181;0
2-BTV3 6dpi 182;4.41E+02
2-BTV3 6dpi 183;1.05E+02
2-BTV3 6dpi 184;2.24E+03
2-BTV3 6dpi 185;0
2-BTV3 6dpi 186;2.59E+02
2-BTV3 6dpi 187;1.95E+02
2-BTV3 6dpi 188;0
2-BTV3 6dpi 189;0
2-BTV3 6dpi 190;1.61E+02
2-BTV3 6dpi 191;0
2-BTV3 6dpi 192;9.08E+02
2-BTV3 6dpi 193;5.06E+02
2-BTV3 6dpi 194;0
2-BTV3 6dpi 195;2.04E+02
2-BTV3 6dpi 196;1.09E+02
2-BTV3 6dpi 197;1.15E+02
2-BTV3 6dpi 198;0
2-BTV3 6dpi 199;1.96E+03
2-BTV3 6dpi 200;0
2-BTV3 6dpi 201;1.56E+03
2-BTV3 6dpi 202;6.82E+03
2-BTV3 6dpi 203;4.83E+01
2-BTV3 6dpi 204;5.03E+01
2-BTV3 6dpi 205;0
2-BTV3 6dpi 206;1.05E+02
2-BTV3 6dpi 207;5.49E+01
2-BTV3 6dpi 208;0
2-BTV3 6dpi 209;1.47E+02
2-BTV3 6dpi 210;0
2-BTV3 6dpi 211;5.72E+01
2-BTV3 6dpi 212;0
2-BTV3 6dpi 213;5.12E+01
2-BTV3 6dpi 214;2.16E+02
2-BTV3 6dpi 215;0
2-BTV3 6dpi 216;3.80E+02
2-BTV3 6dpi 217;0
2-BTV3 6dpi 218;4.67E+01
2-BTV3 6dpi 219;0
2-BTV3 6dpi 220;5.87E+01
2-BTV3 6dpi 221;0
2-BTV3 6dpi 222;3.97E+02
2-BTV3 6dpi 223;4.33E+08
2-BTV3 6dpi 224;1.14E+02
2-BTV3 6dpi 225;3.25E+02
2-BTV3 6dpi 226;0
2-BTV3 6dpi 227;1.17E+02
2-BTV3 6dpi 228;0
2-BTV3 6dpi 229;3.97E+08
2-BTV3 6dpi 230;0
2-BTV3 6dpi 231;0
2-BTV3 6dpi 232;1.59E+02
2-BTV3 6dpi 233;6.50E+01
2-BTV3 6dpi 234;1.72E+07
2-BTV3 6dpi 235;0
2-BTV3 6dpi 236;0
2-BTV3 6dpi 237;0
2-BTV3 6dpi 238;2.57E+08
2-BTV3 6dpi 239;0
2-BTV3 6dpi 240;0
2-BTV3 6dpi 241;0
2-BTV3 6dpi 242;3.38E+02
2-BTV3 6dpi 243;0
2-BTV3 6dpi 244;0
2-BTV3 6dpi 245;0
2-BTV3 6dpi 246;4.97E+01
2-BTV3 6dpi 247;0
2-BTV3 6dpi 248;1.02E+03
2-BTV3 6dpi 249;1.19E+03
2-BTV3 6dpi 250;3.39E+01
2-BTV8 6dpi 1;2.44E+02
2-BTV8 6dpi 2;0
2-BTV8 6dpi 3;1.38E+02
2-BTV8 6dpi 4;0
2-BTV8 6dpi 5;8.18E+01
2-BTV8 6dpi 6;0
2-BTV8 6dpi 7;0
2-BTV8 6dpi 8;0
2-BTV8 6dpi 9;0
2-BTV8 6dpi 10;1.86E+04
2-BTV8 6dpi 11;2.38E+02
2-BTV8 6dpi 12;2.32E+02
2-BTV8 6dpi 13;0
2-BTV8 6dpi 14;7.05E+01
2-BTV8 6dpi 15;2.00E+02
2-BTV8 6dpi 16;7.62E+01
2-BTV8 6dpi 17;2.03E+02
2-BTV8 6dpi 18;0
2-BTV8 6dpi 19;0
2-BTV8 6dpi 20;0
2-BTV8 6dpi 21;1.30E+03
2-BTV8 6dpi 22;2.10E+03
2-BTV8 6dpi 23;0
2-BTV8 6dpi 24;0
2-BTV8 6dpi 25;0
2-BTV8 6dpi 26;9.41E+01
2-BTV8 6dpi 27;0
2-BTV8 6dpi 28;1.16E+02
2-BTV8 6dpi 29;9.61E+01
2-BTV8 6dpi 30;1.12E+02
2-BTV8 6dpi 31;1.05E+02
2-BTV8 6dpi 32;1.10E+02
2-BTV8 6dpi 33;2.97E+02
2-BTV8 6dpi 34;0
2-BTV8 6dpi 35;8.71E+04
2-BTV8 6dpi 36;0
2-BTV8 6dpi 37;0
2-BTV8 6dpi 38;9.51E+01
2-BTV8 6dpi 39;0
2-BTV8 6dpi 40;0
2-BTV8 6dpi 41;9.42E+02
2-BTV8 6dpi 42;1.34E+02
2-BTV8 6dpi 43;0
2-BTV8 6dpi 44;0
2-BTV8 6dpi 45;0
2-BTV8 6dpi 46;5.72E+04
2-BTV8 6dpi 47;1.89E+02
2-BTV8 6dpi 48;0
2-BTV8 6dpi 49;2.33E+02
2-BTV8 6dpi 50;0
2-BTV8 6dpi 51;4.79E+02
2-BTV8 6dpi 52;1.29E+02
2-BTV8 6dpi 53;5.03E+02
2-BTV8 6dpi 54;1.36E+02
2-BTV8 6dpi 55;1.48E+03
2-BTV8 6dpi 56;0
2-BTV8 6dpi 57;0
2-BTV8 6dpi 58;5.84E+02
2-BTV8 6dpi 59;0
2-BTV8 6dpi 60;0
2-BTV8 6dpi 61;0
2-BTV8 6dpi 62;1.18E+02
2-BTV8 6dpi 63;0
2-BTV8 6dpi 64;0
2-BTV8 6dpi 65;0
2-BTV8 6dpi 66;2.33E+07
2-BTV8 6dpi 67;3.79E+02
2-BTV8 6dpi 68;0
2-BTV8 6dpi 69;0
2-BTV8 6dpi 70;0
2-BTV8 6dpi 71;1.20E+02
2-BTV8 6dpi 72;1.32E+05
2-BTV8 6dpi 73;0
2-BTV8 6dpi 74;1.25E+02
2-BTV8 6dpi 75;0
2-BTV8 6dpi 76;0
2-BTV8 6dpi 77;1.37E+02
2-BTV8 6dpi 78;2.70E+04
2-BTV8 6dpi 79;0
2-BTV8 6dpi 80;0
2-BTV8 6dpi 81;7.66E+04
2-BTV8 6dpi 82;0
2-BTV8 6dpi 83;0
2-BTV8 6dpi 84;0
2-BTV8 6dpi 85;0
2-BTV8 6dpi 86;2.45E+02
2-BTV8 6dpi 87;0
2-BTV8 6dpi 88;1.29E+02
2-BTV8 6dpi 89;1.71E+03
2-BTV8 6dpi 90;1.19E+02
2-BTV8 6dpi 91;1.22E+04
2-BTV8 6dpi 92;9.98E+01
2-BTV8 6dpi 93;0
2-BTV8 6dpi 94;0
2-BTV8 6dpi 95;4.01E+02
2-BTV8 6dpi 96;1.05E+02
2-BTV8 6dpi 97;1.16E+02
2-BTV8 6dpi 98;0
2-BTV8 6dpi 99;4.87E+02
2-BTV8 6dpi 100;0
2-BTV8 6dpi 101;4.61E+04
2-BTV8 6dpi 102;1.79E+04
2-BTV8 6dpi 103;0
2-BTV8 6dpi 104;0
2-BTV8 6dpi 105;0
2-BTV8 6dpi 106;0
2-BTV8 6dpi 107;7.70E+04
2-BTV8 6dpi 108;2.99E+04
2-BTV8 6dpi 109;0
2-BTV8 6dpi 110;0
2-BTV8 6dpi 111;0
2-BTV8 6dpi 112;2.13E+02
2-BTV8 6dpi 113;0
2-BTV8 6dpi 114;0
2-BTV8 6dpi 115;0
2-BTV8 6dpi 116;0
2-BTV8 6dpi 117;0
2-BTV8 6dpi 118;0
2-BTV8 6dpi 119;9.37E+07
2-BTV8 6dpi 120;6.31E+02
2-BTV8 6dpi 121;0
2-BTV8 6dpi 122;1.02E+02
2-BTV8 6dpi 123;3.86E+02
2-BTV8 6dpi 124;2.07E+02
2-BTV8 6dpi 125;0
2-BTV8 6dpi 126;0
2-BTV8 6dpi 127;0
2-BTV8 6dpi 128;0
2-BTV8 6dpi 129;1.18E+02
2-BTV8 6dpi 130;1.34E+02
2-BTV8 6dpi 131;0
2-BTV8 6dpi 132;0
2-BTV8 6dpi 133;1.14E+02
2-BTV8 6dpi 134;0
2-BTV8 6dpi 135;4.94E+01
2-BTV8 6dpi 136;0
2-BTV8 6dpi 137;0
2-BTV8 6dpi 138;1.32E+02
2-BTV8 6dpi 139;0
2-BTV8 6dpi 140;0
2-BTV8 6dpi 141;9.53E+02
2-BTV8 6dpi 142;0
2-BTV8 6dpi 143;2.47E+03
2-BTV8 6dpi 144;1.28E+08
2-BTV8 6dpi 145;3.86E+02
2-BTV8 6dpi 146;1.26E+02
2-BTV8 6dpi 147;0
2-BTV8 6dpi 148;0
2-BTV8 6dpi 149;4.54E+02
2-BTV8 6dpi 150;2.27E+02
2-BTV8 6dpi 151;1.92E+03
2-BTV8 6dpi 152;9.02E+02
2-BTV8 6dpi 153;1.25E+04
2-BTV8 6dpi 154;0
2-BTV8 6dpi 155;5.25E+02
2-BTV8 6dpi 156;1.23E+02
2-BTV8 6dpi 157;7.63E+02
2-BTV8 6dpi 158;0
2-BTV8 6dpi 159;1.26E+03
2-BTV8 6dpi 160;0
2-BTV8 6dpi 161;0
2-BTV8 6dpi 162;1.10E+02
2-BTV8 6dpi 163;0
2-BTV8 6dpi 164;0
2-BTV8 6dpi 165;0
2-BTV8 6dpi 166;0
2-BTV8 6dpi 167;5.10E+01
2-BTV8 6dpi 168;0
2-BTV8 6dpi 169;3.40E+01
2-BTV8 6dpi 170;1.05E+02
2-BTV8 6dpi 171;0
2-BTV8 6dpi 172;4.29E+02
2-BTV8 6dpi 173;9.35E+02
2-BTV8 6dpi 174;2.69E+02
2-BTV8 6dpi 175;0
2-BTV8 6dpi 176;0
2-BTV8 6dpi 177;0
2-BTV8 6dpi 178;0
2-BTV8 6dpi 179;5.80E+01
2-BTV8 6dpi 180;4.56E+01
2-BTV8 6dpi 181;0
2-BTV8 6dpi 182;5.18E+01
2-BTV8 6dpi 183;0
2-BTV8 6dpi 184;1.84E+02
2-BTV8 6dpi 185;2.28E+02
2-BTV8 6dpi 186;0
2-BTV8 6dpi 187;9.76E+05
2-BTV8 6dpi 188;5.75E+01
2-BTV8 6dpi 189;4.59E+02
2-BTV8 6dpi 190;0
2-BTV8 6dpi 191;2.00E+02
2-BTV8 6dpi 192;6.18E+02
2-BTV8 6dpi 193;8.08E+02
2-BTV8 6dpi 194;1.27E+02
2-BTV8 6dpi 195;0
2-BTV8 6dpi 196;1.10E+02
2-BTV8 6dpi 197;1.02E+02
2-BTV8 6dpi 198;0
2-BTV8 6dpi 199;0
2-BTV8 6dpi 200;0
2-BTV8 6dpi 201;0
2-BTV8 6dpi 202;0
2-BTV8 6dpi 203;3.79E+02
2-BTV8 6dpi 204;0
2-BTV8 6dpi 205;0
2-BTV8 6dpi 206;0
2-BTV8 6dpi 207;0
2-BTV8 6dpi 208;6.88E+07
2-BTV8 6dpi 209;5.60E+07
2-BTV8 6dpi 210;0
2-BTV8 6dpi 211;9.30E+05
2-BTV8 6dpi 212;1.78E+02
2-BTV8 6dpi 213;0
2-BTV8 6dpi 214;3.05E+02
2-BTV8 6dpi 215;0
2-BTV8 6dpi 216;5.52E+04
2-BTV8 6dpi 217;0
2-BTV8 6dpi 218;0
2-BTV8 6dpi 219;0
2-BTV8 6dpi 220;0
2-BTV8 6dpi 221;6.96E+01
2-BTV8 6dpi 222;2.66E+02
